Call_ID,Call_Start_Time,Call_End_Time,Call_Duration_sec,Caller_Number,IVR_Path,Call_Status,Agent_ID,Call_Disposition
249,2025-06-03 19:40:15,2025-06-03 20:37:15,3420,3016857759,/main/menu2,no_answer,AID021,Callback Scheduled
250,2025-05-12 20:32:01,2025-05-12 21:21:25,2964,24685717308380,/info/location,busy,AID026,No Answer
251,2025-05-25 05:11:40,2025-05-25 05:12:28,48,3181243060005,/main/menu2,busy,AID041,Resolved
252,2025-06-01 09:52:00,2025-06-01 10:17:33,1533,8255250187243,/support/tech,missed,AID009,No Answer
253,2025-05-16 20:23:36,2025-05-16 21:18:11,3275,5364646643,/main/menu1,no_answer,AID024,Left Message
254,2025-05-29 03:08:45,2025-05-29 03:16:44,479,3435919573,/support/tech,completed,AID009,Resolved
255,2025-06-08 02:04:47,2025-06-08 02:56:45,3118,2054371242777,/support/tech,missed,AID041,Escalated
256,2025-05-21 07:24:42,2025-05-21 07:33:38,536,9568207301353,/main/menu3,missed,AID025,Left Message
257,2025-06-01 04:00:05,2025-06-01 04:14:53,888,838310717256167,/main/menu3,missed,AID032,Callback Scheduled
258,2025-05-15 20:34:55,2025-05-15 20:54:06,1151,285839031355980,/feedback,missed,AID010,Callback Scheduled
259,2025-05-27 16:37:42,2025-05-27 16:52:00,858,231416516192,/main/menu3,failed,AID001,Resolved
260,2025-05-19 19:01:52,2025-05-19 19:34:17,1945,006660434353,/support/billing,failed,AID033,No Answer
261,2025-05-21 01:15:15,2025-05-21 01:47:57,1962,229194496992367,/support/billing,completed,AID036,Resolved
262,2025-05-21 21:58:48,2025-05-21 22:12:58,850,197030242942,/support/billing,completed,AID036,Callback Scheduled
263,2025-05-14 11:50:31,2025-05-14 12:17:29,1618,145595466689633,/main/menu1,completed,AID048,Left Message
264,2025-05-25 13:54:34,2025-05-25 13:55:37,63,83190594399,/sales/upgrade,busy,AID015,Escalated
265,2025-05-24 08:53:48,2025-05-24 09:12:06,1098,1481484428,/feedback,busy,AID042,Resolved
266,2025-05-15 18:34:47,2025-05-15 18:38:44,237,6860921420,/main/menu3,busy,AID002,Resolved
267,2025-05-24 17:35:44,2025-05-24 17:55:00,1156,72490542327,/sales/new,completed,AID038,Callback Scheduled
268,2025-05-20 19:57:03,2025-05-20 20:53:23,3380,0191344332721,/main/menu2,no_answer,AID028,Callback Scheduled
269,2025-06-05 02:53:01,2025-06-05 02:54:44,103,90498086818350,/sales/new,busy,AID046,Left Message
270,2025-05-20 09:26:09,2025-05-20 10:25:17,3548,471698794080,/info/hours,busy,AID021,No Answer
271,2025-05-20 10:21:16,2025-05-20 11:19:47,3511,737745480396,/support/tech,missed,AID032,Resolved
272,2025-05-30 04:44:54,2025-05-30 04:53:47,533,04411476198789,/info/hours,completed,AID042,Resolved
273,2025-05-15 23:08:06,2025-05-15 23:28:05,1199,1881613027,/sales/new,completed,AID015,Escalated
274,2025-05-25 23:16:43,2025-05-26 00:08:28,3105,9365438127,/support/billing,busy,AID023,Left Message
275,2025-06-03 10:36:37,2025-06-03 10:51:37,900,9534458564,/info/location,no_answer,AID046,Left Message
276,2025-05-17 04:56:18,2025-05-17 05:48:27,3129,4346602116122,/info/hours,no_answer,AID036,Left Message
277,2025-06-06 11:51:47,2025-06-06 12:46:10,3263,093362017607118,/sales/new,completed,AID047,Escalated
278,2025-06-02 21:20:26,2025-06-02 22:02:52,2546,719713192045,/info/hours,missed,AID012,Callback Scheduled
279,2025-05-21 03:23:20,2025-05-21 03:32:24,544,93992447823757,/main/menu3,completed,AID027,Escalated
280,2025-05-21 09:06:57,2025-05-21 09:49:31,2554,376264417110876,/info/location,missed,AID012,No Answer
281,2025-06-02 00:53:04,2025-06-02 01:02:25,561,4627411838189,/info/location,busy,AID027,Left Message
282,2025-05-10 03:20:22,2025-05-10 04:19:56,3574,7145786938,/sales/upgrade,failed,AID028,Escalated
283,2025-06-01 07:39:32,2025-06-01 07:49:22,590,37492892784168,/sales/new,no_answer,AID026,No Answer
284,2025-05-26 21:58:36,2025-05-26 22:20:51,1335,6049644985,/main/menu3,no_answer,AID039,Callback Scheduled
285,2025-05-12 16:50:19,2025-05-12 17:04:13,834,680911781556,/sales/upgrade,missed,AID013,Callback Scheduled
286,2025-05-24 08:36:21,2025-05-24 08:37:49,88,3000532774279,/support/tech,busy,AID013,Callback Scheduled
287,2025-06-03 16:46:24,2025-06-03 17:14:47,1703,04681014084,/info/hours,missed,AID030,Resolved
288,2025-05-21 21:16:49,2025-05-21 21:34:27,1058,527453419952,/main/menu2,failed,AID005,No Answer
289,2025-05-27 02:05:27,2025-05-27 02:48:41,2594,59801753392137,/feedback,busy,AID027,Escalated
290,2025-05-29 08:42:38,2025-05-29 09:30:57,2899,562050773177252,/support/billing,busy,AID037,Escalated
291,2025-05-27 03:57:15,2025-05-27 04:52:12,3297,12270925348340,/support/billing,no_answer,AID047,Left Message
292,2025-06-01 08:59:58,2025-06-01 09:49:41,2983,011849747178,/info/location,busy,AID007,Resolved
293,2025-05-23 11:42:57,2025-05-23 12:21:06,2289,873035505432363,/sales/new,busy,AID003,Callback Scheduled
294,2025-05-19 15:58:16,2025-05-19 16:13:40,924,383394286180487,/info/hours,busy,AID008,Escalated
295,2025-05-27 02:52:53,2025-05-27 03:13:22,1229,93219454255177,/main/menu1,busy,AID015,Resolved
296,2025-06-07 15:04:42,2025-06-07 15:06:59,137,5394213716,/sales/new,failed,AID006,Left Message
297,2025-05-30 08:20:16,2025-05-30 08:52:52,1956,188145936183726,/sales/upgrade,completed,AID043,Callback Scheduled
298,2025-05-28 15:17:40,2025-05-28 15:23:22,342,300015504550355,/info/location,no_answer,AID012,Left Message
299,2025-05-19 12:09:04,2025-05-19 12:11:53,169,33637802032,/main/menu3,failed,AID043,Resolved
300,2025-06-02 14:17:19,2025-06-02 15:13:43,3384,8309718810666,/sales/new,busy,AID004,Resolved
301,2025-06-07 03:57:09,2025-06-07 04:14:26,1037,716497687420323,/support/tech,failed,AID023,Resolved
302,2025-05-18 03:11:20,2025-05-18 03:53:04,2504,71046048209,/main/menu3,no_answer,AID010,No Answer
303,2025-06-06 10:37:22,2025-06-06 11:16:24,2342,2064774097952,/sales/upgrade,no_answer,AID025,Callback Scheduled
304,2025-05-26 15:52:00,2025-05-26 16:22:15,1815,3394203938,/sales/new,failed,AID019,Callback Scheduled
305,2025-05-21 03:23:58,2025-05-21 03:43:56,1198,73844713666264,/support/billing,missed,AID022,Callback Scheduled
306,2025-05-21 19:04:26,2025-05-21 19:37:55,2009,522669841453,/support/billing,completed,AID001,Callback Scheduled
307,2025-05-10 13:52:31,2025-05-10 14:28:10,2139,782312629813468,/sales/upgrade,failed,AID047,Escalated
308,2025-06-07 04:31:26,2025-06-07 05:31:10,3584,18590603400498,/sales/upgrade,failed,AID003,Resolved
309,2025-05-27 23:09:07,2025-05-27 23:16:36,449,112449099001197,/support/tech,completed,AID004,Resolved
310,2025-05-12 14:56:30,2025-05-12 15:32:27,2157,96640381379,/main/menu3,failed,AID031,Left Message
311,2025-06-08 14:48:20,2025-06-08 15:31:26,2586,2252212408,/support/tech,busy,AID047,Left Message
312,2025-06-01 10:52:46,2025-06-01 11:14:55,1329,3109069971,/support/tech,missed,AID006,Resolved
313,2025-05-16 07:09:15,2025-05-16 07:56:29,2834,01194640697869,/info/location,completed,AID046,Resolved
314,2025-05-14 02:35:53,2025-05-14 03:23:38,2865,6811231823349,/support/billing,completed,AID015,Resolved
315,2025-05-12 13:11:47,2025-05-12 13:46:28,2081,788397820022,/info/hours,missed,AID044,Resolved
316,2025-05-25 04:48:52,2025-05-25 04:59:55,663,16771311443583,/support/billing,missed,AID049,Left Message
317,2025-05-18 10:16:15,2025-05-18 11:07:57,3102,61579034244068,/main/menu2,missed,AID004,Left Message
318,2025-05-27 15:46:57,2025-05-27 16:27:44,2447,964178716610,/main/menu3,busy,AID022,No Answer
319,2025-05-29 11:07:21,2025-05-29 11:37:49,1828,7534942599460,/info/hours,completed,AID009,No Answer
320,2025-06-08 03:41:40,2025-06-08 04:29:03,2843,931766993900,/info/location,no_answer,AID021,Callback Scheduled
321,2025-05-12 21:11:27,2025-05-12 21:33:55,1348,10316602390,/info/location,completed,AID002,Resolved
322,2025-06-04 02:02:25,2025-06-04 02:38:42,2177,921477735173,/support/billing,completed,AID001,Resolved
323,2025-05-22 20:48:54,2025-05-22 21:03:38,884,7138392304960,/support/billing,no_answer,AID043,Escalated
324,2025-05-15 21:05:39,2025-05-15 21:15:07,568,6783122793,/sales/new,no_answer,AID001,Callback Scheduled
325,2025-06-08 04:08:21,2025-06-08 05:08:18,3597,158967466645,/main/menu1,completed,AID003,Resolved
326,2025-05-12 02:54:21,2025-05-12 02:56:46,145,204470879850496,/sales/upgrade,busy,AID006,Left Message
327,2025-05-18 21:26:37,2025-05-18 22:04:48,2291,14332108129,/support/billing,missed,AID031,Escalated
328,2025-06-04 21:14:11,2025-06-04 21:35:20,1269,0725874261,/sales/new,completed,AID018,No Answer
329,2025-05-20 16:28:49,2025-05-20 16:48:13,1164,03669416988659,/support/billing,completed,AID001,Callback Scheduled
330,2025-05-27 19:45:18,2025-05-27 20:24:59,2381,17705145872,/main/menu2,missed,AID003,Left Message
331,2025-06-08 13:26:31,2025-06-08 14:06:09,2378,9202120216,/support/billing,no_answer,AID045,Callback Scheduled
332,2025-05-17 14:32:12,2025-05-17 15:31:26,3554,138242106161132,/feedback,missed,AID047,Resolved
333,2025-05-20 04:10:52,2025-05-20 04:33:14,1342,342708720307757,/main/menu1,busy,AID007,Resolved
334,2025-05-27 02:33:11,2025-05-27 03:26:15,3184,59631060029,/main/menu1,no_answer,AID009,Escalated
335,2025-05-23 03:49:44,2025-05-23 04:36:32,2808,38545129744,/feedback,completed,AID011,Resolved
336,2025-05-26 01:23:57,2025-05-26 01:46:57,1380,400480140189,/sales/new,busy,AID013,Callback Scheduled
337,2025-06-03 00:23:17,2025-06-03 00:32:16,539,094720397876,/sales/upgrade,failed,AID045,Left Message
338,2025-05-11 02:52:20,2025-05-11 03:37:41,2721,99348672690,/main/menu3,failed,AID048,No Answer
339,2025-06-02 06:16:24,2025-06-02 06:31:14,890,6332557552135,/main/menu1,no_answer,AID004,Resolved
340,2025-05-21 15:15:14,2025-05-21 15:32:42,1048,0854215770,/sales/upgrade,no_answer,AID018,No Answer
341,2025-05-16 16:27:49,2025-05-16 17:10:25,2556,73643973450942,/sales/new,failed,AID016,Left Message
342,2025-06-01 04:16:02,2025-06-01 04:37:45,1303,1483019269026,/main/menu1,missed,AID022,Callback Scheduled
343,2025-06-08 21:39:42,2025-06-08 21:47:21,459,16044783538193,/info/hours,completed,AID040,No Answer
344,2025-05-09 13:16:09,2025-05-09 13:18:32,143,8266517146300,/support/billing,failed,AID017,Callback Scheduled
345,2025-05-17 14:26:55,2025-05-17 14:33:20,385,255758333453,/feedback,busy,AID026,Left Message
346,2025-05-22 05:55:15,2025-05-22 06:38:18,2583,96716187289,/info/hours,missed,AID042,Left Message
347,2025-05-31 18:25:06,2025-05-31 18:32:35,449,7298348868813,/support/billing,completed,AID015,No Answer
348,2025-05-25 06:23:45,2025-05-25 07:21:39,3474,91757751138572,/feedback,no_answer,AID048,Resolved
349,2025-05-29 06:08:51,2025-05-29 06:26:58,1087,71723327551,/sales/upgrade,busy,AID022,Left Message
350,2025-06-05 08:33:28,2025-06-05 09:00:36,1628,79569646123739,/info/hours,no_answer,AID015,No Answer
351,2025-05-12 13:31:08,2025-05-12 13:58:25,1637,1411334520966,/sales/upgrade,completed,AID026,Callback Scheduled
352,2025-05-11 18:54:13,2025-05-11 19:34:14,2401,622089185819501,/main/menu1,completed,AID018,Callback Scheduled
353,2025-05-22 21:08:36,2025-05-22 21:44:44,2168,0066115804,/sales/new,failed,AID017,No Answer
354,2025-06-07 23:57:26,2025-06-08 00:44:13,2807,2573209361,/main/menu3,completed,AID010,Escalated
355,2025-05-26 21:13:40,2025-05-26 22:09:14,3334,354083339600024,/sales/new,missed,AID044,Escalated
356,2025-05-17 16:19:52,2025-05-17 17:07:02,2830,33222855506241,/main/menu3,missed,AID017,Left Message
357,2025-05-29 13:01:54,2025-05-29 13:04:37,163,100578852534,/sales/upgrade,busy,AID028,Escalated
358,2025-05-25 08:20:14,2025-05-25 08:49:39,1765,0775830296,/main/menu2,failed,AID021,Callback Scheduled
359,2025-05-23 22:38:02,2025-05-23 23:32:13,3251,5028643796,/sales/upgrade,missed,AID003,Escalated
360,2025-05-13 01:08:59,2025-05-13 01:57:22,2903,667899645033693,/support/tech,no_answer,AID012,Left Message
361,2025-05-26 13:15:34,2025-05-26 13:24:04,510,9910615318350,/main/menu3,no_answer,AID031,Escalated
362,2025-05-26 18:39:18,2025-05-26 18:46:31,433,260630282305374,/sales/new,completed,AID039,No Answer
363,2025-05-20 23:31:33,2025-05-21 00:14:28,2575,48670502539863,/main/menu2,missed,AID017,Callback Scheduled
364,2025-06-04 06:01:16,2025-06-04 06:04:46,210,921975141702968,/feedback,busy,AID027,Escalated
365,2025-05-12 03:55:49,2025-05-12 04:08:38,769,292323891298,/support/tech,failed,AID016,No Answer
366,2025-05-25 16:03:13,2025-05-25 16:53:32,3019,62897948768,/support/billing,completed,AID022,No Answer
367,2025-06-02 11:40:23,2025-06-02 12:37:56,3453,3402598147,/sales/new,completed,AID025,Callback Scheduled
368,2025-05-19 02:14:18,2025-05-19 02:39:19,1501,70009802029,/sales/upgrade,completed,AID047,Left Message
369,2025-06-05 19:32:15,2025-06-05 19:50:45,1110,5604900392819,/support/tech,failed,AID020,Escalated
370,2025-06-08 01:03:11,2025-06-08 01:18:10,899,9007388300545,/sales/new,busy,AID011,No Answer
371,2025-05-23 05:44:45,2025-05-23 06:41:14,3389,6682636159674,/feedback,no_answer,AID037,No Answer
372,2025-06-06 23:49:40,2025-06-07 00:00:02,622,18347911914,/main/menu1,no_answer,AID029,Left Message
373,2025-05-24 23:44:53,2025-05-24 23:58:51,838,32364058566472,/main/menu3,completed,AID029,No Answer
374,2025-05-27 03:41:31,2025-05-27 04:26:20,2689,39534165488,/support/tech,failed,AID041,No Answer
375,2025-05-30 04:21:30,2025-05-30 04:28:39,429,290228636668,/main/menu2,failed,AID046,No Answer
376,2025-05-31 04:06:03,2025-05-31 04:27:11,1268,14700832961,/feedback,busy,AID018,Escalated
377,2025-05-09 05:17:11,2025-05-09 06:02:34,2723,9268631219,/main/menu3,no_answer,AID015,Resolved
378,2025-05-25 08:56:57,2025-05-25 09:16:52,1195,32429416290162,/sales/new,failed,AID014,No Answer
379,2025-05-27 14:41:15,2025-05-27 14:49:55,520,90989494943985,/main/menu2,no_answer,AID025,Escalated
380,2025-05-09 09:05:31,2025-05-09 09:13:06,455,7152176418643,/main/menu2,busy,AID027,No Answer
381,2025-05-25 08:15:21,2025-05-25 09:06:13,3052,1867123997282,/support/billing,busy,AID012,No Answer
382,2025-05-28 16:29:13,2025-05-28 17:10:37,2484,48428652671,/sales/new,completed,AID017,Left Message
383,2025-05-20 21:58:38,2025-05-20 22:24:06,1528,48101271533124,/feedback,missed,AID009,No Answer
384,2025-05-13 00:51:43,2025-05-13 01:05:05,802,5382749470215,/main/menu1,missed,AID045,Escalated
385,2025-05-30 13:27:34,2025-05-30 14:06:16,2322,5351471368,/info/hours,busy,AID034,Escalated
386,2025-06-06 12:17:34,2025-06-06 12:29:22,708,0472913686903,/main/menu1,busy,AID046,Callback Scheduled
387,2025-06-06 13:36:31,2025-06-06 13:41:48,317,05316193024,/main/menu2,busy,AID041,Escalated
388,2025-05-31 12:45:43,2025-05-31 13:14:24,1721,434588109509,/main/menu2,busy,AID001,Resolved
389,2025-05-09 12:31:33,2025-05-09 13:16:06,2673,50715292989,/main/menu2,missed,AID025,Escalated
390,2025-05-09 17:52:55,2025-05-09 18:30:50,2275,481957621830,/support/tech,missed,AID029,Escalated
391,2025-05-27 13:59:22,2025-05-27 14:02:51,209,462997931615,/feedback,busy,AID006,Left Message
392,2025-05-20 07:28:23,2025-05-20 08:06:05,2262,64646266311898,/info/hours,completed,AID037,Escalated
393,2025-06-08 00:35:32,2025-06-08 00:56:03,1231,941034062234465,/main/menu1,failed,AID036,Escalated
394,2025-05-21 17:16:12,2025-05-21 18:08:14,3122,917799811039,/sales/new,completed,AID048,Left Message
395,2025-05-21 00:52:51,2025-05-21 00:59:59,428,015261425342382,/support/tech,completed,AID004,Left Message
396,2025-05-19 06:09:27,2025-05-19 06:32:59,1412,163668199232550,/support/billing,completed,AID003,Callback Scheduled
397,2025-06-02 12:25:45,2025-06-02 12:50:55,1510,1129479865707,/main/menu1,failed,AID050,Callback Scheduled
398,2025-06-03 20:20:38,2025-06-03 20:42:28,1310,80605981678,/support/billing,missed,AID020,Left Message
399,2025-05-22 06:21:27,2025-05-22 06:52:41,1874,92413718170,/main/menu2,failed,AID003,Left Message
400,2025-05-13 05:33:46,2025-05-13 05:34:47,61,947790792796389,/main/menu3,completed,AID041,Escalated
401,2025-06-05 04:40:53,2025-06-05 04:45:53,300,468975439257661,/main/menu1,no_answer,AID005,Callback Scheduled
402,2025-05-26 19:57:02,2025-05-26 20:56:13,3551,1387555953780,/sales/new,completed,AID012,Escalated
403,2025-05-29 00:40:25,2025-05-29 00:57:08,1003,16314176325,/main/menu3,busy,AID041,Left Message
404,2025-05-13 13:12:38,2025-05-13 13:17:53,315,77008127553,/info/hours,failed,AID049,Left Message
405,2025-05-16 20:58:12,2025-05-16 21:55:08,3416,39864965868,/support/tech,no_answer,AID004,Left Message
406,2025-05-09 06:49:03,2025-05-09 07:28:46,2383,25933245244247,/main/menu1,failed,AID001,Callback Scheduled
407,2025-05-24 16:27:48,2025-05-24 16:51:43,1435,34198789973,/main/menu1,missed,AID006,Escalated
408,2025-05-20 08:33:05,2025-05-20 08:42:12,547,045669826819,/sales/upgrade,no_answer,AID034,Escalated
409,2025-05-10 22:01:36,2025-05-10 22:15:50,854,3628597251,/info/location,missed,AID008,Left Message
410,2025-05-25 10:24:18,2025-05-25 10:27:08,170,840032181762391,/sales/new,completed,AID037,No Answer
411,2025-05-22 12:50:28,2025-05-22 13:25:09,2081,4152771751,/sales/new,completed,AID043,Left Message
412,2025-05-28 07:54:07,2025-05-28 08:33:05,2338,545572788632241,/main/menu2,completed,AID021,Resolved
413,2025-05-09 07:20:10,2025-05-09 08:03:21,2591,3417866391,/support/billing,failed,AID029,Escalated
414,2025-05-21 20:30:16,2025-05-21 20:51:10,1254,5052313709,/support/billing,no_answer,AID044,No Answer
415,2025-06-01 05:19:39,2025-06-01 05:32:44,785,23326076950,/main/menu1,failed,AID039,Resolved
416,2025-05-16 00:13:39,2025-05-16 00:14:53,74,702558922397,/main/menu2,completed,AID005,Escalated
417,2025-05-09 20:58:22,2025-05-09 21:46:59,2917,9208304598229,/info/hours,no_answer,AID022,No Answer
418,2025-05-26 15:44:12,2025-05-26 16:12:00,1668,74819365648,/main/menu2,no_answer,AID030,Callback Scheduled
419,2025-05-23 21:28:36,2025-05-23 21:59:44,1868,8411627288,/main/menu3,missed,AID001,Callback Scheduled
420,2025-06-07 08:57:14,2025-06-07 09:29:30,1936,363290184433,/main/menu2,missed,AID044,No Answer
421,2025-05-15 02:42:05,2025-05-15 03:16:42,2077,385832065609312,/main/menu2,missed,AID036,Callback Scheduled
422,2025-05-29 08:21:33,2025-05-29 09:00:55,2362,94582019835966,/main/menu1,busy,AID049,No Answer
423,2025-05-20 02:09:06,2025-05-20 03:02:05,3179,3365989220,/support/billing,completed,AID032,Escalated
424,2025-06-05 18:57:49,2025-06-05 19:52:38,3289,334581898165009,/info/hours,no_answer,AID036,Resolved
425,2025-05-27 15:16:50,2025-05-27 15:17:04,14,4325637596733,/main/menu2,no_answer,AID048,Escalated
426,2025-05-19 12:53:54,2025-05-19 12:54:35,41,160471332149,/sales/new,missed,AID023,Resolved
427,2025-06-08 11:33:34,2025-06-08 11:39:39,365,7868194875725,/info/location,no_answer,AID033,Left Message
428,2025-06-02 09:35:45,2025-06-02 09:49:00,795,253847371519221,/sales/upgrade,no_answer,AID019,Callback Scheduled
429,2025-06-06 07:08:47,2025-06-06 07:17:31,524,302899853829033,/main/menu2,missed,AID041,Escalated
430,2025-06-07 18:40:41,2025-06-07 18:44:17,216,2307210363,/support/tech,missed,AID040,Resolved
431,2025-06-01 14:25:49,2025-06-01 14:37:17,688,8561851501891,/main/menu2,completed,AID012,Left Message
432,2025-06-02 12:34:37,2025-06-02 13:15:12,2435,828813140001044,/info/location,busy,AID018,Callback Scheduled
433,2025-05-09 10:24:19,2025-05-09 11:07:44,2605,147737723799,/main/menu2,missed,AID025,No Answer
434,2025-05-30 19:24:39,2025-05-30 20:15:06,3027,627770671605482,/main/menu3,no_answer,AID005,Callback Scheduled
435,2025-05-16 02:16:46,2025-05-16 02:35:39,1133,76570945634454,/support/billing,no_answer,AID044,Escalated
436,2025-06-04 03:00:46,2025-06-04 03:05:59,313,8184817038140,/info/location,no_answer,AID012,Callback Scheduled
437,2025-05-25 14:51:55,2025-05-25 15:11:30,1175,7444617004,/main/menu2,completed,AID047,Callback Scheduled
438,2025-05-30 03:03:11,2025-05-30 03:04:05,54,1243387814,/info/location,busy,AID020,No Answer
439,2025-05-10 17:52:57,2025-05-10 18:35:06,2529,9707651924593,/info/hours,no_answer,AID017,Callback Scheduled
440,2025-05-21 19:30:21,2025-05-21 20:10:18,2397,83204684533290,/main/menu1,no_answer,AID011,Left Message
441,2025-06-04 09:49:07,2025-06-04 10:14:42,1535,516410906199,/feedback,missed,AID013,Escalated
442,2025-05-10 16:46:29,2025-05-10 16:48:37,128,1709782601321,/sales/upgrade,completed,AID008,Left Message
443,2025-05-12 21:20:00,2025-05-12 21:45:35,1535,594118669974964,/main/menu1,failed,AID035,Escalated
444,2025-05-21 12:25:02,2025-05-21 12:47:32,1350,985146629755219,/support/billing,busy,AID003,Left Message
445,2025-05-20 11:26:17,2025-05-20 11:47:56,1299,30082188901028,/sales/new,completed,AID008,Callback Scheduled
446,2025-05-25 01:27:59,2025-05-25 01:40:25,746,04447282313872,/main/menu1,missed,AID003,Escalated
447,2025-05-18 03:01:48,2025-05-18 03:58:35,3407,364447659517340,/support/billing,busy,AID032,Resolved
448,2025-05-29 22:50:04,2025-05-29 22:53:40,216,10179719402,/main/menu3,no_answer,AID015,Left Message
449,2025-05-22 05:38:44,2025-05-22 06:33:27,3283,42005421323,/info/location,busy,AID018,Resolved
450,2025-05-15 22:20:15,2025-05-15 22:49:58,1783,27672166776,/support/tech,no_answer,AID003,No Answer
451,2025-05-23 12:20:48,2025-05-23 12:57:02,2174,6788882451,/info/hours,missed,AID038,No Answer
452,2025-06-07 13:33:20,2025-06-07 14:11:20,2280,4947566391,/sales/new,missed,AID044,Escalated
453,2025-06-04 17:45:40,2025-06-04 18:33:39,2879,7392343495436,/sales/new,completed,AID011,Left Message
454,2025-05-23 10:19:21,2025-05-23 10:19:32,11,7298374889,/sales/new,completed,AID047,No Answer
455,2025-05-24 08:55:03,2025-05-24 09:01:00,357,34136970200418,/main/menu3,no_answer,AID003,Resolved
456,2025-05-19 23:40:34,2025-05-20 00:38:17,3463,24181976847908,/main/menu1,missed,AID027,Escalated
457,2025-05-27 22:24:30,2025-05-27 22:56:31,1921,23290527356,/support/tech,failed,AID047,Escalated
458,2025-05-23 15:34:50,2025-05-23 16:15:44,2454,4832063052411,/main/menu3,no_answer,AID024,Left Message
459,2025-05-11 22:47:13,2025-05-11 23:17:04,1791,0624963974946,/support/billing,no_answer,AID015,Callback Scheduled
460,2025-05-18 01:25:06,2025-05-18 01:32:52,466,2616806545,/info/hours,no_answer,AID031,Left Message
461,2025-05-30 15:01:12,2025-05-30 15:47:27,2775,7598476933,/feedback,missed,AID022,Resolved
462,2025-06-04 02:29:42,2025-06-04 03:01:07,1885,567811723503182,/feedback,no_answer,AID037,Left Message
463,2025-05-17 04:21:53,2025-05-17 05:02:38,2445,872803521120251,/info/location,busy,AID005,No Answer
464,2025-05-23 14:16:13,2025-05-23 14:18:52,159,5907309277,/feedback,no_answer,AID009,Callback Scheduled
465,2025-05-21 10:19:40,2025-05-21 11:16:29,3409,212808108684230,/sales/upgrade,no_answer,AID045,No Answer
466,2025-06-08 07:37:20,2025-06-08 08:32:32,3312,50350486924633,/support/billing,missed,AID036,Callback Scheduled
467,2025-06-05 09:59:12,2025-06-05 10:24:23,1511,617089531686073,/feedback,failed,AID030,Resolved
468,2025-05-31 07:42:34,2025-05-31 08:05:39,1385,69036309273564,/support/tech,busy,AID006,Left Message
469,2025-05-10 20:16:50,2025-05-10 21:09:07,3137,9741170221,/sales/upgrade,missed,AID016,Callback Scheduled
470,2025-06-04 08:03:36,2025-06-04 09:03:01,3565,357510518561422,/feedback,busy,AID011,Escalated
471,2025-05-21 02:29:16,2025-05-21 02:40:45,689,518206124748551,/support/billing,busy,AID009,Escalated
472,2025-05-22 04:29:24,2025-05-22 04:37:21,477,05322398547157,/main/menu2,completed,AID005,Callback Scheduled
473,2025-05-15 05:52:41,2025-05-15 06:00:59,498,4126177109672,/sales/upgrade,busy,AID008,Left Message
474,2025-05-23 20:29:12,2025-05-23 20:30:55,103,2804787031440,/sales/new,failed,AID039,No Answer
475,2025-05-10 23:54:01,2025-05-11 00:14:47,1246,5458294498,/info/location,completed,AID033,Left Message
476,2025-05-09 20:47:28,2025-05-09 21:35:34,2886,04768107001554,/support/billing,failed,AID042,Escalated
477,2025-05-11 21:29:44,2025-05-11 22:02:30,1966,47052857559923,/sales/upgrade,failed,AID006,Left Message
478,2025-06-02 19:45:24,2025-06-02 20:06:45,1281,7860318831741,/support/billing,busy,AID031,Callback Scheduled
479,2025-05-25 17:04:06,2025-05-25 17:14:55,649,7466548926,/sales/upgrade,failed,AID048,Escalated
480,2025-05-28 00:50:30,2025-05-28 01:21:35,1865,4171954580,/main/menu2,missed,AID023,Escalated
481,2025-05-31 10:42:02,2025-05-31 11:14:32,1950,20718734524569,/info/location,busy,AID040,No Answer
482,2025-05-22 09:48:37,2025-05-22 10:27:30,2333,87142696708,/info/hours,busy,AID041,Escalated
483,2025-06-08 17:00:43,2025-06-08 17:56:53,3370,48059258155543,/info/hours,failed,AID019,Left Message
484,2025-05-16 02:36:16,2025-05-16 03:35:45,3569,42212587298396,/support/tech,completed,AID001,Callback Scheduled
485,2025-05-23 23:53:42,2025-05-24 00:48:03,3261,5365224470,/support/billing,busy,AID024,Resolved
486,2025-06-04 21:59:38,2025-06-04 22:01:59,141,687486086211278,/support/tech,completed,AID001,Callback Scheduled
487,2025-06-07 04:50:38,2025-06-07 05:35:40,2702,67803712318,/feedback,failed,AID032,Left Message
488,2025-05-22 20:04:48,2025-05-22 20:32:24,1656,53132474649217,/info/hours,no_answer,AID025,No Answer
489,2025-05-09 18:49:49,2025-05-09 19:17:05,1636,2255011597,/main/menu2,completed,AID012,No Answer
490,2025-05-24 15:24:11,2025-05-24 15:46:44,1353,7023326957912,/info/location,failed,AID026,Resolved
491,2025-05-18 17:22:12,2025-05-18 17:28:57,405,33173058397962,/support/tech,completed,AID049,Resolved
492,2025-05-28 20:27:00,2025-05-28 21:01:12,2052,132647204122,/feedback,failed,AID028,Callback Scheduled
493,2025-06-06 02:09:58,2025-06-06 02:41:39,1901,665859035283,/feedback,completed,AID008,Left Message
494,2025-05-21 03:10:11,2025-05-21 03:13:33,202,362796242753,/support/billing,missed,AID045,Callback Scheduled
495,2025-05-16 17:27:39,2025-05-16 17:32:38,299,223241423385,/info/location,busy,AID047,No Answer
496,2025-05-23 13:11:03,2025-05-23 13:46:00,2097,6523455843,/support/billing,completed,AID050,Left Message
497,2025-05-09 08:05:47,2025-05-09 08:46:22,2435,192433976142,/sales/upgrade,no_answer,AID037,Resolved
